Quote,Author,emotion
"Mr. Bradford,""she said. ""I'm not going to propose to you.""The twinkle in Mr. Bradford's eyes faded. So did his smile. He managed to keep it on his face. It looked painful.""Oh,""he said.""Mr. Bradford?""""Yes?""""Would you mind it so very much if...you know...you proposed to me?""The light in Mr. Bradford's eyes jumped to life. He beamed so largely it almost wasn't crooked.""If you want.",Heather Dixon,Joy
Obstacles are things a person sees when he takes his eyes off his goal.,E. Joseph Cossman,Fear
"When I open them, most of the books have the smell of an earlier time leaking out between the pages - a special odor of the knowledge and emotions that for ages have been calmly resting between the covers. Breathing it in, I glance through a few pages before returning each book to its shelf.",Haruki Murakami,Joy
We owe it to each other to tell stories.,Neil Gaiman,Joy
My life is a reading list.,John Irving,Joy
I've come to believe that all my past failure and frustration were actually laying the foundation for the understandings that have created the new level of living I now enjoy.,Anthony Robbins,Joy
"I'll be your family now,""he says. ""I love you,""I say. (....)He stares at me. I wait with my hands clutching his arms for stability as he considers his response. He frowns at me. ""Say it again.""""Tobias,""I say, ""I love you.",Veronica Roth,Joy
Most scars are invisible. Damn transparent knives. Does anything cut deeper than love? I need to get some new body armor.,Jarod Kintz,Joy
"And I'm dying to know, is it killing you like it's killing me? And the story of us looks a lot like a tragedy now.",Taylor Swift,Anger
"Who knows? Maybe they’re right. Maybe we are driven crazy by our feelings. Maybe love is a disease, and we would be better off without it. But we have chosen a different road. And in the end that is the point of escaping the cure: We are free to choose.We are even free to choose the wrong thing.",Lauren Oliver,Joy
"But, my God, it's so beautiful when the boy smiles",Anna Nalick,Joy
"May I share with you a formula that in my judgment will help you and help me to journey well through mortality... First, fill your mind with truth; second, fill your life with service; and third, fill your heart with love.",Thomas S. Monson,Joy
"I’ve often wondered why more science textbooks don’t tell teenagers that the only thing sharks like to eat more than fish, are dead prostitutes.",Jarod Kintz,Fear
"Death, therefore, the most awful of evils, is nothing to us, seeing that, when we are, death is not come, and, when death is come, we are not.",Epicurus,Anger
Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,Carrie Hope Fletcher,Joy
"I used to think the world was broken down by tribes,' I said. 'By Black and White. By Indian and White. But I know this isn't true. The world is only broken into two tribes: the people who are assholes and the people who are not.",Sherman Alexie,Anger
"Don't limit a child to your own learning, for she was born in another time.",Rabindranath Tagore,Joy
"When life gives you lemons, make lemonade, and then throw it in the face of the person who gave you the lemons until they give you the oranges you originally asked for.",Cassandra Clare,Anger
"If you need help bark like a dog.""- Gendry. ""That's stupid. If I need help I'll shout help.""- Arya",George R.R. Martin,Anger
"Just about everything in this world is easier said than done, with the exception of ""systematically assisting Sisyphus's stealthy, cyst-susceptible sister,""which is easier done than said.",Lemony Snicket,Fear
Only in our dreams are we free. The rest of the time we need wages.,Terry Pratchett,Joy
"Magnus raised his hands above his head and clapped once. The room flooded with light. ""You see? You think that would be possible without magic? ""Actually,""replied Simon, ""It is. If you watched infomercials you'd know that.",Cassandra Clare,Joy
"She can't help it,' he said. 'She's got the soul of a poet and the emotional makeup of a junkyard dog.",Stephen King,Anger
An ability to look into the confusing mess of life and see things for what they are.,Suzanne Collins,Fear
"When she’s cuddled close, I feel there’s nothing I can’t do, and I can’t do nothing about it, because my heart is her heart for as long as she wants it.",Jarod Kintz,Joy
"For there is no friend like a sisterIn calm or stormy weather; To cheer one on the tedious way, To fetch one if one goes astray,To lift one if one totters down, To strengthen whilst one stands",Christina Rossetti,Joy
Hide things everywhere. Forget about them. Find them randomly and feel surprised like a pirate finding buried treasure. Avoid scurvy. Love more.,Jarod Kintz,Fear
"The whole image is that eternal suffering awaits anyone who questions God's infinite love. That's the message we're brought up with, isn't it? Believe or die! Thank you, forgiving Lord, for all those options.",Bill Hicks,Joy
Never forget that justice is what love looks like in public.,Cornel West,Joy
"Not that she didn't love almost every boy she'd ever met, and not that every boy in the world didn't totally love her. It was impossible not to. But she wanted someone to love her and shower her with attention the way only a boy who was completely in love with her could. The rare sort of love. True love. The kind of love she'd never had.",Cecily von Ziegesar,Joy
"A tree with red leaves is like an old man with gray hair. Likewise, my love for you was blue, but now it’s orange, and that’s a compliment.",Jarod Kintz,Joy
I drank so much booze I was bamboozled. Alcohol makes my mind as discombobulated as love makes my heart. I’d sure appreciate it if you poured me a large glass of romance.,Jarod Kintz,Joy
"Inevitably it follows that anyone with an independent mind must become 'one who resists or opposes an authority or established convention': a rebel. ...And if enough people come to agree with—and follow—the REBEL, we now have a DEVIL. Until, of course, still more people agree. And then, finally, we have ... GREATNESS.",Nicholas Tharcher,Joy
"I planted a kamikaze kiss on Jamie’s cheek.“FUCK,” he shouted, wiping it off. “What if you killed me!” He threw a Skittle at my face. It hit my forehead.“Ow!”“Taste the rainbow bitch.",Michelle Hodkin,Anger
The nice part about being a pessimist is that you are constantly being either proven right or pleasantly surprised.,George F. Will,Joy
I still don't belong to anyone - I am mine.,Morrissey,Joy
"Being single doesn't mean you're weak, it means that you're strong enough to wait for the right person.",Niall Horan,Joy
I didn't want to spoil the mood. This was probably the longest Daemon and I had ever spoken without some statement earning him the finger.,Jennifer L. Armentrout,Joy
The glow of one warm thought is to me worth more than money.,Thomas Jefferson,Joy
"I do not think that there is any other quality so essential to success of any kind as the quality of perseverance. It overcomes almost everything, even nature.",John D. Rockefeller,Joy
One's friends are that part of the human race with which one can be human.,George Santayana,Anger
Looking after my health today gives me a better hope for tomorrow.,Anne Wilson Schaef,Joy
"You take away all the other luxuries in life, and if you can make someone smile and laugh, you have given the most special gift: happiness.",Brad Garrett,Joy
